Subject,Nativeness,Narrative,Reference,Referent_Name,Discourse,GTR1,Previous_Mention_Score,Saliency_Score,Competition_Score,Accessibility
21,0,3,7,Tom,Maintenance,Constructed action,3,1,0,4
21,0,3,8,Jerry,Re-introduction,Bare noun,2,1,-2,1
21,0,3,9,Piano,Introduction,Point noun,0,0,-2,-2
21,0,3,10,Piano,Maintenance,Whole entity CL,3,1,0,4
21,0,3,11,Jerry,Maintenance,Bare noun,2,1,0,3
21,0,3,12,Tom,Re-introduction,Bare noun,2,0,-2,0
21,0,3,13,Wall,Introduction,Bare noun,0,0,-2,-2
21,0,3,14,Tom,Re-introduction,Person agreement verb,2,1,-2,1
21,0,3,15,Tom,Maintenance,Plain verb,3,1,0,4
21,0,4,1,Jerry,Introduction,Bare noun,1,0,0,1
21,0,4,2,Toy girl,Introduction,Bare noun,0,0,-1,-1
21,0,4,3,Toy girl,Maintenance,Plain verb,3,1,0,4
21,0,4,4,Toy house,Introduction,Bare noun,0,0,-2,-2
21,0,4,5,Toy girl,Maintenance,Body part CL,2,1,0,3
21,0,4,6,Toy girl,Maintenance,Body part CL,3,2,0,5
21,0,4,7,Jerry,Re-introduction,Constructed action,2,0,-2,0
21,0,4,8,Toy girl,Re-introduction,Whole entity CL,2,1,-2,1
21,0,4,9,Tom,Introduction,Bare noun,1,0,-2,-1
21,0,4,10,Tom,Maintenance,Constructed action,3,1,0,4
21,0,4,11,Tom,Maintenance,Constructed action,3,1,0,4
21,0,4,12,Tom,Maintenance,Plain verb,3,2,0,5
21,0,8,1,Tom,Introduction,Bare noun,1,0,0,1
21,0,8,2,Tom,Maintenance,Body part CL,3,1,0,4
21,0,8,3,Jerry,Introduction,Bare noun,1,0,-1,0
21,0,8,4,Jerry,Maintenance,Constructed action,3,1,0,4
21,0,8,5,Jerry,Maintenance,Constructed action,3,1,0,4
21,0,8,6,Tom,Re-introduction,Whole entity CL,2,1,-1,2
21,0,8,7,Thermometer,Introduction,Bare noun,0,0,-2,-2
21,0,8,8,Thermometer,Maintenance,Person agreement verb,3,1,0,4
21,0,8,9,Jerry,Re-introduction,Bare noun,2,1,-2,1
21,0,8,10,Thermometer,Re-introduction,Plain verb,2,1,-2,1
21,0,9,1,Tom,Introduction,Bare noun,1,0,0,1
21,0,9,2,Jerry,Introduction,Bare noun,1,0,-1,0
21,0,9,3,Jerry,Maintenance,Bare noun,3,1,0,4
21,0,9,4,Hat,Introduction,Bare noun,0,0,-2,-2
21,0,9,5,Needle,Introduction,Bare noun,0,0,-2,-2
21,0,9,6,Jerry,Maintenance,Constructed action,2,1,0,3
21,0,9,7,Tom,Re-introduction,Bare noun,2,0,-2,0
21,0,9,8,Jerry,Re-introduction,Bare noun,2,1,-2,1
21,0,9,9,Jerry,Maintenance,Constructed action,3,1,0,4
21,0,9,10,Tom,Re-introduction,Bare noun,2,1,-2,1
21,0,7,1,White cat,Introduction,Bare noun,0,0,0,0
21,0,7,2,Black cat,Introduction,Bare noun,0,0,-1,-1
21,0,7,3,Tom,Introduction,Bare noun,1,0,-2,-1
21,0,7,4,Black cat,Re-introduction,Bare noun,2,1,-2,1
21,0,7,5,White cat,Re-introduction,Bare noun,2,1,-2,1
21,0,7,6,Tom,Re-introduction,Bare noun,2,1,-2,1
21,0,7,7,Black cat,Re-introduction,Whole entity CL,2,1,-2,1
21,0,7,8,Tom,Re-introduction,Person agreement verb,2,1,-2,1
21,0,7,9,Black cat,Re-introduction,Whole entity CL,2,1,-2,1
21,0,7,10,Tom,Re-introduction,Bare noun,2,1,-2,1
21,0,7,11,Tom,Maintenance,Constructed action,3,1,0,4
21,0,7,12,Black cat,Re-introduction,Bare noun,2,1,-2,1
22,1,1,1,Jerry,Introduction,Bare noun,0,0,0,0
22,1,1,2,Tom,Introduction,Bare noun,0,0,-1,-1
22,1,1,3,Wood,Introduction,Bare noun,0,0,-2,-2
22,1,1,4,Tom,Maintenance,Whole entity CL,2,1,0,3
22,1,1,5,Tunnel,Introduction,SASS - Tracing,0,0,-2,-2
22,1,1,6,Tom,Maintenance,Whole entity CL,2,1,0,3
22,1,1,7,Wood,Re-introduction,Bare noun,2,1,-2,1
22,1,1,8,Tom,Re-introduction,Body part CL,2,1,-2,1
22,1,1,9,Tunnel,Re-introduction,Plain verb,2,1,-2,1
22,1,1,10,Tom,Re-introduction,Bare noun,2,1,-2,1
22,1,1,11,Tom,Maintenance,Body part CL,3,1,0,4
22,1,10,1,Tom,Introduction,Bare noun,1,0,0,1
22,1,10,2,Jerry,Introduction,Bare noun,1,0,-1,0
22,1,10,3,Tom,Maintenance,Person agreement verb,2,1,0,3
22,1,10,4,Tom,Maintenance,Bare noun,3,1,0,4
22,1,10,5,Tom,Maintenance,Constructed action,3,2,0,5
22,1,10,6,Jerry,Re-introduction,Bare noun,2,1,-1,2
22,1,10,7,Tom,Re-introduction,Bare noun,2,2,-1,3
22,1,10,8,Jerry,Re-introduction,Bare noun,2,1,-1,2
22,1,10,9,Jerry,Maintenance,Whole entity CL,3,1,0,4
22,1,10,10,Jerry,Maintenance,Whole entity CL,3,2,0,5
22,1,10,11,Tom,Re-introduction,Bare noun,2,1,-1,2
22,1,10,12,Tom,Maintenance,Constructed action,3,1,0,4
22,1,10,13,Tom,Maintenance,Person agreement verb,3,1,0,4
22,1,10,14,Tom,Maintenance,Constructed action,3,2,0,5
22,1,10,15,Tom,Maintenance,Person agreement verb,3,2,0,5
22,1,5,1,Tom,Introduction,Bare noun,1,0,0,1
22,1,5,2,Tom,Maintenance,Plain verb,3,1,0,4
22,1,5,3,Tom,Maintenance,Body part CL,3,1,0,4
22,1,5,4,Tom,Maintenance,Whole entity CL,3,2,0,5
22,1,5,5,Tom,Maintenance,Person agreement verb,3,2,0,5
22,1,5,6,Jerry,Introduction,Bare noun,1,0,-1,0
22,1,5,7,Soap,Introduction,Bare noun,0,0,-2,-2
22,1,5,8,Jerry,Maintenance,Person agreement verb,2,1,0,3
22,1,5,9,Jerry,Maintenance,Plain verb,3,1,0,4
22,1,5,10,Tom,Re-introduction,Bare noun,2,0,-2,0
22,1,5,11,Rope,Introduction,Bare noun,0,0,-2,-2
22,1,5,12,Tom,Re-introduction,Constructed action,2,1,-2,1
22,1,5,13,Trap,Introduction,Bare noun,0,0,-2,-2
22,1,6,1,Tom,Introduction,Bare noun,1,0,0,1
22,1,6,2,Jerry,Introduction,Bare noun,1,0,-1,0
22,1,6,3,Tom,Maintenance,Person agreement verb,2,1,0,3
22,1,6,4,Tom,Maintenance,Constructed action,3,1,0,4
22,1,6,5,Jerry,Re-introduction,Bare noun,2,1,-1,2
22,1,6,6,Jerry,Maintenance,Plain verb,3,1,0,4
22,1,6,7,Jerry,Maintenance,Plain verb,3,1,0,4
22,1,6,8,Tom,Re-introduction,Bare noun,2,1,-1,2
22,1,6,9,Tom,Maintenance,Constructed action,3,1,0,4
22,1,6,10,Tom,Maintenance,Constructed action,3,1,0,4
22,1,6,11,Tom,Maintenance,Person agreement verb,3,2,0,5
22,1,6,12,Tom,Maintenance,Constructed action,3,2,0,5
22,1,6,13,Tom,Maintenance,Plain verb,3,2,0,5
22,1,6,14,Tom,Maintenance,Bare noun,3,2,0,5
22,1,2,1,Tom,Introduction,Bare noun,1,0,0,1
22,1,2,2,Tom,Maintenance,Constructed action,3,1,0,4
22,1,2,3,White cat,Introduction,Bare noun,0,0,-1,-1
22,1,2,4,White cat,Maintenance,Constructed action,3,1,0,4
22,1,2,5,White cat,Maintenance,Plain verb,3,1,0,4
22,1,2,6,Fish,Introduction,Bare noun,0,0,-2,-2
22,1,2,7,Tom,Re-introduction,Constructed action,2,0,-2,0
22,1,2,8,White cat,Re-introduction,Constructed action,2,1,-2,1
22,1,2,9,Bird,Introduction,Bare noun,0,0,-2,-2
22,1,2,10,Tom,Re-introduction,Constructed action,2,1,-2,1
22,1,2,11,White cat,Re-introduction,Constructed action,2,1,-2,1
22,1,2,12,Tom,Re-introduction,Plain verb,2,1,-2,1
22,1,3,1,Stairs,Introduction,Bare noun,0,0,0,0
22,1,3,2,Carpet,Introduction,Bare noun,0,0,-1,-1
22,1,3,3,Jerry,Introduction,Bare noun,0,0,-2,-2
22,1,3,4,Tom,Introduction,Bare noun,1,0,-2,-1
22,1,3,5,Tom,Maintenance,Constructed action,3,1,0,4
22,1,3,6,Jerry,Re-introduction,Body part CL,2,1,-2,1
22,1,3,7,Piano,Introduction,Bare noun,0,0,-2,-2
22,1,3,8,Jerry,Re-introduction,Bare noun,2,1,-2,1
22,1,3,9,Jerry,Maintenance,Body part CL,3,1,0,4
22,1,3,10,Tom,Re-introduction,Bare noun,2,0,-2,0
22,1,3,11,Tom,Maintenance,Constructed action,3,1,0,4
22,1,3,12,Tom,Maintenance,Whole entity CL,3,1,0,4
22,1,3,13,Tom,Maintenance,SASS - Tracing,3,2,0,5
22,1,4,1,Jerry,Introduction,Bare noun,1,0,0,1
22,1,4,2,Toy girl,Introduction,Point noun,0,0,-1,-1
22,1,4,3,Toy girl,Maintenance,Whole entity CL,3,1,0,4
22,1,4,4,Toy girl,Maintenance,Whole entity CL,3,1,0,4
22,1,4,5,Tom,Introduction,Bare noun,1,0,-2,-1
22,1,4,6,Jerry,Re-introduction,Bare noun,2,0,-2,0
22,1,4,7,Tom,Re-introduction,Point noun,2,1,-2,1
22,1,4,8,Tom,Maintenance,Constructed action,3,1,0,4
22,1,4,9,Tom,Maintenance,Plain verb,3,2,0,5
22,1,8,1,Tom,Introduction,Point noun,1,0,0,1
22,1,8,2,Jerry,Introduction,Bare noun,1,0,-1,0
22,1,8,3,Tom,Re-introduction,Whole entity CL,2,1,-1,2
22,1,8,4,Jerry,Re-introduction,Person agreement verb,2,1,-1,2
22,1,8,5,Tom,Re-introduction,Plain verb,2,1,-1,2
22,1,8,6,Thermometer,Introduction,Bare noun,0,0,-2,-2
22,1,8,7,Thermometer,Maintenance,Person agreement verb,3,1,0,4
22,1,8,8,Jerry,Re-introduction,Bare noun,2,1,-2,1
22,1,8,9,Thermometer,Re-introduction,Plain verb,2,1,-2,1
22,1,8,10,Thermometer,Maintenance,Plain verb,3,2,0,5
22,1,9,1,Jerry,Introduction,Bare noun,1,0,0,1
22,1,9,2,Tom,Introduction,Bare noun,1,0,-1,0
22,1,9,3,Tom,Re-introduction,Whole entity CL,3,1,-1,3
22,1,9,4,Jerry,Re-introduction,Bare noun,2,1,-1,2
22,1,9,5,Jerry,Maintenance,Person agreement verb,3,1,0,4
22,1,9,6,Hat,Introduction,SASS - Static,0,0,-2,-2
22,1,9,7,Needle,Introduction,Bare noun,0,0,-2,-2
22,1,9,8,Jerry,Re-introduction,Constructed action,2,1,-2,1
22,1,9,9,Jerry,Maintenance,Constructed action,3,1,0,4
22,1,9,10,Tom,Re-introduction,Bare noun,2,0,-2,0
22,1,9,11,Tom,Maintenance,Body part CL,3,1,0,4
22,1,9,12,Jerry,Re-introduction,Bare noun,2,1,-2,1
22,1,9,13,Couch,Introduction,Bare noun,0,0,-2,-2
22,1,9,14,Jerry,Maintenance,Whole entity CL,2,1,0,3
22,1,9,15,Tom,Re-introduction,Body part CL,2,1,-2,1
22,1,7,1,Tom,Introduction,Bare noun,1,0,0,1
22,1,7,2,Black cat,Introduction,Bare noun,0,0,-1,-1
22,1,7,3,White cat,Introduction,Bare noun,0,0,-2,-2
22,1,7,4,Tom,Re-introduction,Bare noun,2,1,-2,1
22,1,7,5,Tom,Maintenance,Plain verb,3,1,0,4
22,1,7,6,Tom,Maintenance,Person agreement verb,3,1,0,4
22,1,7,7,Tom,Maintenance,Plain verb,3,2,0,5
22,1,7,8,Black cat,Re-introduction,Bare noun,2,0,-2,0
22,1,7,9,Black cat,Maintenance,Constructed action,3,1,0,4
22,1,7,10,Black cat,Maintenance,Plain verb,3,1,0,4
22,1,7,11,Tom,Re-introduction,CL noun,2,1,-2,1
24,1,1,1,Jerry,Introduction,Bare noun,0,0,0,0
24,1,1,2,Tom,Introduction,Bare noun,0,0,-1,-1
24,1,1,3,Wood,Introduction,Bare noun,0,0,-2,-2
24,1,1,4,Tom,Re-introduction,Constructed action,2,1,-2,1
24,1,1,5,Tunnel,Introduction,SASS - Tracing,0,0,-2,-2
24,1,1,6,Jerry,Re-introduction,Bare noun,2,0,-2,0
24,1,1,7,Tom,Re-introduction,Point noun,2,1,-2,1
24,1,1,8,Tom,Maintenance,Body part CL,3,1,0,4
24,1,1,9,Tom,Maintenance,Body part CL,3,1,0,4
24,1,1,10,Jerry,Re-introduction,Bare noun,2,1,-2,1
24,1,1,11,Tom,Re-introduction,Bare noun,2,2,-2,2
24,1,1,12,Tom,Maintenance,Body part CL,3,2,0,5
24,1,1,13,Tom,Maintenance,Bare noun,3,2,0,5
24,1,1,14,Tom,Maintenance,Constructed action,3,2,0,5
24,1,1,15,Tom,Maintenance,Constructed action,3,2,0,5
24,1,1,16,Tom,Maintenance,Constructed action,3,2,0,5
24,1,1,17,Jerry,Re-introduction,Point noun,2,0,-2,0
24,1,1,18,Tom,Re-introduction,Bare noun,2,2,-2,2
24,1,1,19,Tom,Maintenance,Plain verb,3,2,0,5
24,1,1,20,Tom,Maintenance,SASS - Tracing,3,2,0,5
24,1,10,1,Tom,Introduction,Bare noun,1,0,0,1
24,1,10,2,Nest,Introduction,SASS - Tracing,0,0,-1,-1
24,1,10,3,Jerry,Introduction,Bare noun,1,0,-2,-1
24,1,10,4,Tom,Re-introduction,Bare noun,2,1,-2,1
24,1,10,5,Tom,Maintenance,Constructed action,3,1,0,4
24,1,10,6,Jerry,Re-introduction,Bare noun,2,1,-2,1
24,1,10,7,Jerry,Maintenance,Constructed action,3,1,0,4
24,1,10,8,Tom,Re-introduction,Bare noun,2,1,-2,1
24,1,10,9,Jerry,Re-introduction,Bare noun,2,1,-2,1
24,1,10,10,Jerry,Maintenance,Whole entity CL,3,2,0,5
24,1,10,11,Jerry,Maintenance,Constructed action,3,2,0,5
24,1,10,12,Tom,Re-introduction,Bare noun,2,1,-2,1
24,1,10,13,Gun,Introduction,Bare noun,0,0,-2,-2
24,1,10,14,Tom,Maintenance,Constructed action,2,1,0,3
24,1,10,15,Tom,Maintenance,Person agreement verb,3,1,0,4
24,1,10,16,Tom,Maintenance,Bare noun,3,2,0,5
24,1,10,17,Tom,Maintenance,Person agreement verb,3,2,0,5
24,1,10,18,Tom,Maintenance,Plain verb,3,2,0,5
24,1,10,19,Tom,Maintenance,Bare noun,3,2,0,5
24,1,5,1,Tom,Introduction,Bare noun,1,0,0,1
24,1,5,2,Tom,Maintenance,Constructed action,3,1,0,4
24,1,5,3,Couch,Introduction,Noun CL,0,0,-1,-1
24,1,5,4,Rope,Introduction,Bare noun,0,0,-2,-2
24,1,5,5,Tom,Re-introduction,Bare noun,2,1,-2,1
24,1,5,6,Jerry,Introduction,Bare noun,1,0,-2,-1
24,1,5,7,Soap,Introduction,Bare noun,0,0,-2,-2
24,1,5,8,Jerry,Maintenance,Constructed action,2,1,0,3
24,1,5,9,Tom,Re-introduction,Constructed action,2,1,-2,1
24,1,5,10,Jerry,Re-introduction,Bare noun,2,1,-2,1
24,1,5,11,Jerry,Maintenance,Constructed action,3,1,0,4
24,1,5,12,Rope,Re-introduction,Bare noun,2,0,-2,0
24,1,5,13,Tom,Re-introduction,Point noun,2,1,-2,1
24,1,5,14,Tom,Maintenance,Whole entity CL,3,1,0,4
24,1,5,15,Jerry,Re-introduction,Whole entity CL,2,1,-2,1
24,1,5,16,Tom,Re-introduction,Bare noun,2,1,-2,1
24,1,5,17,Trap,Introduction,Bare noun,0,0,-2,-2
24,1,5,18,Tom,Re-introduction,Bare noun,2,1,-2,1
24,1,5,19,Tom,Maintenance,Constructed action,3,1,0,4
24,1,5,20,Tom,Maintenance,Constructed action,3,2,0,5
24,1,5,21,Tom,Maintenance,Constructed action,3,2,0,5
24,1,6,1,Tom,Introduction,Bare noun,1,0,0,1
24,1,6,2,Sword,Introduction,Bare noun,0,0,-1,-1
24,1,6,3,Jerry,Introduction,Bare noun,1,0,-2,-1
24,1,6,4,Jerry,Maintenance,Plain verb,3,1,0,4
24,1,6,5,Tom,Re-introduction,Bare noun,2,1,-2,1
24,1,6,6,Tom,Maintenance,Person agreement verb,3,1,0,4
24,1,6,7,Jerry,Re-introduction,Bare noun,2,1,-2,1
24,1,6,8,Jerry,Maintenance,Plain verb,3,1,0,4
24,1,6,9,Tom,Re-introduction,Bare noun,2,1,-2,1
24,1,6,10,Tom,Maintenance,Constructed action,3,1,0,4
24,1,6,11,Tom,Maintenance,Constructed action,3,1,0,4
24,1,6,12,Tom,Maintenance,Constructed action,3,2,0,5
24,1,6,13,Tom,Maintenance,Constructed action,3,2,0,5
24,1,6,14,Tom,Maintenance,Constructed action,3,2,0,5
24,1,6,15,Window,Introduction,SASS - Tracing,0,0,-2,-2
24,1,6,16,Tom,Re-introduction,Point noun,2,2,-2,2
24,1,6,17,Tom,Maintenance,Plain verb,3,2,0,5
24,1,6,18,Tom,Maintenance,Constructed action,3,2,0,5
24,1,6,19,Jerry,Re-introduction,Bare noun,2,0,-2,0
24,1,6,20,Jerry,Maintenance,Plain verb,3,1,0,4
24,1,2,1,White cat,Introduction,Bare noun,0,0,0,0
24,1,2,2,White cat,Maintenance,Constructed action,3,1,0,4
24,1,2,3,Tom,Introduction,Bare noun,1,0,-1,0
24,1,2,4,Tom,Maintenance,Constructed action,3,1,0,4
24,1,2,5,Couch,Introduction,SASS - Tracing,0,0,-2,-2
24,1,2,6,Tom,Maintenance,Constructed action,2,1,0,3
24,1,2,7,White cat,Re-introduction,Bare noun,2,0,-2,0
24,1,2,8,Tom,Re-introduction,Bare noun,2,1,-2,1
24,1,2,9,Fish,Introduction,Bare noun,0,0,-2,-2
24,1,2,10,Tom,Re-introduction,Bare noun,2,1,-2,1
24,1,2,11,White cat,Re-introduction,Bare noun,2,1,-2,1
24,1,2,12,Tom,Re-introduction,Bare noun,2,1,-2,1
24,1,2,13,White cat,Re-introduction,Bare noun,2,1,-2,1
24,1,2,14,Tom,Re-introduction,Bare noun,2,1,-2,1
24,1,2,15,Bird,Introduction,Noun CL,0,0,-2,-2
24,1,2,16,Tom,Maintenance,Constructed action,2,1,0,3
24,1,2,17,White cat,Re-introduction,Constructed action,2,1,-2,1
24,1,2,18,Tom,Re-introduction,Bare noun,2,1,-2,1
24,1,2,19,White cat,Re-introduction,Bare noun,2,1,-2,1
24,1,2,20,Tom,Maintenance,Constructed action,2,1,0,3
24,1,2,21,Tom,Re-introduction,Bare noun,3,1,-2,2
24,1,3,1,Carpet,Introduction,Bare noun,0,0,0,0
24,1,3,2,Stairs,Introduction,Bare noun,0,0,-1,-1
24,1,3,3,Tom,Introduction,Point noun,1,0,-2,-1
24,1,3,4,Jerry,Introduction,Point noun,0,0,-2,-2
24,1,3,5,Tom,Re-introduction,Constructed action,2,1,-2,1
24,1,3,6,Jerry,Re-introduction,Bare noun,2,1,-2,1
24,1,3,7,Tom,Re-introduction,Constructed action,2,1,-2,1
24,1,3,8,Piano,Introduction,Bare noun,0,0,-2,-2
24,1,3,9,Tom,Re-introduction,Point noun,2,1,-2,1
24,1,3,10,Jerry,Re-introduction,Point noun,2,1,-2,1
24,1,3,11,Jerry,Maintenance,Plain verb,3,1,0,4
24,1,3,12,Piano,Re-introduction,Point noun,2,1,-2,1
24,1,3,13,Tom,Re-introduction,Bare noun,2,1,-2,1
24,1,3,14,Tom,Maintenance,Constructed action,3,1,0,4
24,1,3,15,Tom,Maintenance,Whole entity CL,3,1,0,4
24,1,3,16,Wall,Introduction,Bare noun,0,0,-2,-2
24,1,3,17,Tom,Maintenance,Bare noun,2,2,0,4
24,1,3,18,Tom,Maintenance,Whole entity CL,3,2,0,5
24,1,3,19,Tom,Maintenance,CL noun,3,2,0,5
24,1,3,20,Tom,Maintenance,Bare noun,3,2,0,5
24,1,4,1,Toy house,Introduction,SASS - Tracing,0,0,0,0
24,1,4,2,Tom,Introduction,Bare noun,1,0,-1,0
24,1,4,3,Tom,Maintenance,Constructed action,3,1,0,4
24,1,4,4,Tom,Maintenance,Constructed action,3,1,0,4
24,1,4,5,Jerry,Introduction,Bare noun,1,0,-2,-1
24,1,4,6,Toy girl,Introduction,Bare noun,0,0,-2,-2
24,1,4,7,Toy girl,Maintenance,SASS - Static,3,1,0,4
24,1,4,8,Jerry,Re-introduction,Bare noun,2,1,-2,1
24,1,4,9,Toy girl,Re-introduction,Noun CL,2,1,-2,1
24,1,4,10,Jerry,Re-introduction,Bare noun,2,1,-2,1
24,1,4,11,Jerry,Maintenance,Body part CL,3,1,0,4
24,1,4,12,Toy girl,Re-introduction,Noun CL,2,1,-2,1
24,1,4,13,Jerry,Re-introduction,Bare noun,2,1,-2,1
24,1,4,14,Tom,Re-introduction,Point noun,2,0,-2,0
24,1,4,15,Tom,Maintenance,Constructed action,3,1,0,4
24,1,4,16,Toy girl,Re-introduction,Bare noun,2,1,-2,1
24,1,4,17,Jerry,Re-introduction,Bare noun,2,1,-2,1
24,1,4,18,Tom,Re-introduction,Point noun,2,1,-2,1
24,1,4,19,Tom,Maintenance,Constructed action,3,1,0,4
24,1,8,1,Tom,Introduction,Bare noun,1,0,0,1
24,1,8,2,Tom,Maintenance,Bare noun,3,1,0,4
24,1,8,3,Jerry,Introduction,Bare noun,1,0,-1,0
24,1,8,4,Jerry,Maintenance,Constructed action,3,1,0,4
24,1,8,5,Tom,Re-introduction,Bare noun,2,1,-1,2
24,1,8,6,Jerry,Re-introduction,Bare noun,2,1,-1,2
24,1,8,7,Hammer,Introduction,Bare noun,0,0,-2,-2
24,1,8,8,Jerry,Maintenance,Constructed action,2,1,0,3
24,1,8,9,Tom,Re-introduction,Constructed action,2,1,-2,1
24,1,8,10,Tom,Maintenance,Constructed action,3,1,0,4
24,1,8,11,Jerry,Re-introduction,Bare noun,2,1,-2,1
24,1,8,12,Thermometer,Introduction,SASS - Tracing,0,0,-2,-2
24,1,8,13,Thermometer,Maintenance,Person agreement verb,3,1,0,4
24,1,8,14,Tom,Re-introduction,Constructed action,2,1,-2,1
24,1,8,15,Jerry,Re-introduction,Bare noun,2,1,-2,1
24,1,8,16,Jerry,Maintenance,Plain verb,3,1,0,4
24,1,8,17,Jerry,Maintenance,Plain verb,3,1,0,4
24,1,8,18,Tom,Re-introduction,Point noun,2,1,-2,1
24,1,9,1,Tom,Introduction,Bare noun,1,0,0,1
24,1,9,2,Jerry,Introduction,Bare noun,1,0,-1,0
24,1,9,3,Tom,Re-introduction,Bare noun,2,1,-1,2
24,1,9,4,Tom,Maintenance,Constructed action,3,1,0,4
24,1,9,5,Hat,Introduction,SASS - Static,0,0,-2,-2
24,1,9,6,Tom,Maintenance,Whole entity CL,2,1,0,3
24,1,9,7,Jerry,Re-introduction,Bare noun,2,0,-2,0
24,1,9,8,Needle,Introduction,Bare noun,0,0,-2,-2
24,1,9,9,Jerry,Re-introduction,Constructed action,2,1,-2,1
24,1,9,10,Tom,Re-introduction,Bare noun,2,1,-2,1
24,1,9,11,Jerry,Re-introduction,Bare noun,2,1,-2,1
24,1,9,12,Tom,Re-introduction,Noun CL,2,1,-2,1
24,1,7,1,White cat,Introduction,Bare noun,0,0,0,0
24,1,7,2,White cat,Maintenance,Constructed action,3,1,0,4
24,1,7,3,Tom,Introduction,Bare noun,1,0,-1,0
24,1,7,4,Black cat,Introduction,Bare noun,0,0,-2,-2
24,1,7,5,Black cat,Maintenance,Whole entity CL,3,1,0,4
24,1,7,6,Black cat,Maintenance,Bare noun,3,1,0,4
24,1,7,7,Tom,Re-introduction,Bare noun,2,1,-2,1
24,1,7,8,White cat,Re-introduction,Bare noun,2,0,-2,0
24,1,7,9,Black cat,Re-introduction,Bare noun,2,1,-2,1
24,1,7,10,Tom,Re-introduction,Bare noun,2,1,-2,1
24,1,7,11,Tom,Maintenance,Constructed action,3,1,0,4
24,1,7,12,Black cat,Re-introduction,Bare noun,2,1,-2,1
24,1,7,13,Tom,Re-introduction,Bare noun,2,1,-2,1
24,1,7,14,Tom,Maintenance,Person agreement verb,3,2,0,5
24,1,7,15,Black cat,Re-introduction,Bare noun,2,1,-2,1
24,1,7,16,Tom,Re-introduction,Bare noun,2,1,-2,1
24,1,7,17,Black cat,Re-introduction,Bare noun,2,1,-2,1
24,1,7,18,Black cat,Maintenance,Constructed action,3,1,0,4
24,1,7,19,Black cat,Maintenance,Constructed action,3,2,0,5
24,1,7,20,Tom,Re-introduction,Bare noun,2,1,-2,1
24,1,7,21,Black cat,Re-introduction,Bare noun,2,2,-2,2
24,1,7,22,White cat,Re-introduction,Bare noun,2,0,-2,0
24,1,7,23,Black cat,Re-introduction,Constructed action,2,1,-2,1
24,1,7,24,Black cat,Maintenance,Constructed action,3,1,0,4
25,0,1,1,Jerry,Introduction,Bare noun,0,0,0,0
25,0,1,2,Tom,Introduction,Bare noun,0,0,-1,-1
25,0,1,3,Boat,Introduction,Bare noun,0,0,-2,-2
25,0,1,4,Tunnel,Introduction,SASS - Tracing,0,0,-2,-2
25,0,1,5,Jerry,Re-introduction,Bare noun,2,1,-2,1
25,0,1,6,Jerry,Maintenance,Whole entity CL,3,1,0,4
25,0,1,7,Tom,Re-introduction,Bare noun,2,0,-2,0
25,0,1,8,Tom,Maintenance,Whole entity CL,3,1,0,4
25,0,1,9,Tom,Maintenance,SASS - Tracing,3,1,0,4
25,0,1,10,Tom,Maintenance,Plain verb,3,2,0,5
25,0,1,11,Jerry,Re-introduction,Bare noun,2,0,-2,0
25,0,1,12,Tom,Re-introduction,Bare noun,2,2,-2,2
25,0,1,13,Tom,Maintenance,Bare noun,3,2,0,5
25,0,10,1,Jerry,Introduction,Bare noun,1,0,0,1
25,0,10,2,Tom,Introduction,Bare noun,1,0,-1,0
25,0,10,3,Tom,Maintenance,Constructed action,3,1,0,4
25,0,10,4,Stethoscope,Introduction,Bare noun,0,0,-2,-2
25,0,10,5,Jerry,Re-introduction,Bare noun,2,1,-2,1
25,0,10,6,Tom,Re-introduction,Point noun,2,1,-2,1
25,0,10,7,Tom,Maintenance,Plain verb,3,1,0,4
25,0,10,8,Tom,Maintenance,Plain verb,3,1,0,4
25,0,10,9,Gun,Introduction,Point noun,0,0,-2,-2
25,0,10,10,Jerry,Re-introduction,Bare noun,2,0,-2,0
25,0,10,11,Tom,Re-introduction,Bare noun,2,1,-2,1
25,0,10,12,Nest,Introduction,SASS - Tracing,0,0,-2,-2
25,0,10,13,Tom,Maintenance,Person agreement verb,2,1,0,3
25,0,10,14,Tom,Maintenance,Constructed action,3,1,0,4
25,0,10,15,Tom,Maintenance,Person agreement verb,3,2,0,5
25,0,5,1,Tom,Introduction,Bare noun,1,0,0,1
25,0,5,2,Jerry,Introduction,Bare noun,1,0,-1,0
25,0,5,3,Couch,Introduction,Bare noun,0,0,-2,-2
25,0,5,4,Jerry,Maintenance,Whole entity CL,2,1,0,3
25,0,5,5,Tom,Re-introduction,Pronoun,2,1,-2,1
25,0,5,6,Jerry,Re-introduction,Bare noun,2,1,-2,1
25,0,5,7,Rope,Introduction,Bare noun,0,0,-2,-2
25,0,5,8,Tom,Re-introduction,Constructed action,2,1,-2,1
25,0,5,9,Tom,Maintenance,Constructed action,3,1,0,4
25,0,5,10,Soap,Introduction,Bare noun,0,0,-2,-2
25,0,5,11,Jerry,Re-introduction,Person agreement verb,2,0,-2,0
25,0,5,12,Tom,Re-introduction,Constructed action,2,1,-2,1
25,0,5,13,Jerry,Re-introduction,Bare noun,2,1,-2,1
25,0,5,14,Jerry,Maintenance,Plain verb,3,1,0,4
25,0,5,15,Jerry,Maintenance,Constructed action,3,2,0,5
25,0,5,16,Tom,Re-introduction,Bare noun,2,1,-2,1
25,0,5,17,Tom,Maintenance,Person agreement verb,3,1,0,4
